id,name,type,city,region,country,latitude,longitude,short_description,full_description,image_url,gallery_urls,dog_friendly_level,amenities,rules,website_url,contact_phone,contact_email,price_range,opening_hours,rating,tags
ab7ea1de-76d2-5094-ac88-1138d83370f9,Mama Shelter Paris East,hotel,Paris,,75020 Paris,,,,"Playful, budget‑friendly stay that welcomes pets; head to nearby Père‑Lachaise perimeter for quiet laps. Check size limits and fees before booking, and ask about bowls, beds or welcome treats. Nearby green pockets make early‑morning potty breaks easy; keep wipes and extra bags in your daypack. Quiet, interior rooms are usually best for sound‑sensitive dogs.",,,,,,https://www.mamashelter.com/paris-east/,,,,,,
39012b3c-fd5a-5f52-861b-5a174d232b2e,CHV Frégis (Arcueil),vet / emergency 24h,Paris,,94110 Arcueil,,,,"Renowned hospital just south of Paris with 24/7 emergency, advanced imaging and board‑certified specialists. Save the phone number in your contacts and note the closest 24/7 alternative for backup. Ask about quiet waiting options if your dog is anxious, and bring medical history or EU Pet Passport if available. For emergencies, call ahead so the team can prepare triage.",,,,,,https://www.fregis.com/,,,,,,
9e3dd945-2762-578b-b204-c1efc4e33dc2,Advetia – Hôpital Vétérinaire Paris Ouest,vet / emergency 24h,Paris,,92130 Issy‑les‑Moulineaux,,,,"Modern 24/7 hospital on the west side offering ER, ICU and a full range of specialties; easy access from the Périphérique. Save the phone number in your contacts and note the closest 24/7 alternative for backup. Ask about quiet waiting options if your dog is anxious, and bring medical history or EU Pet Passport if available. For emergencies, call ahead so the team can prepare triage.",,,,,,https://www.advetia.fr/,,,,,,
60446528-f29d-5daf-8407-cb12e045fe55,CHV Pommery (Reims – regional),vet / emergency 24h,Paris,,51100 Reims,,,,"Not in Paris but a key regional referral with 24/7 emergency and advanced surgery—useful for travelers crossing east. Save the phone number in your contacts and note the closest 24/7 alternative for backup. Ask about quiet waiting options if your dog is anxious, and bring medical history or EU Pet Passport if available. For emergencies, call ahead so the team can prepare triage.",,,,,,https://chv-pommery.fr/,,,,,,
c119b857-cffd-5cfa-b7cc-945249b151fc,VétoAdom (SOS Vétérinaires à Domicile),vet (house‑call emergency),Paris,,Paris intra‑muros & proche banlieue,,,,"Emergency vets who come to your home/hotel across Paris; triage by phone and dispatch within set zones. Save the phone number in your contacts and note the closest 24/7 alternative for backup. Ask about quiet waiting options if your dog is anxious, and bring medical history or EU Pet Passport if available. For emergencies, call ahead so the team can prepare triage.",,,,,,https://www.vetoadom.com/,,,,,,
bc66dc5f-3dc5-592e-9797-62eafeeba833,Clinique Vétérinaire Saint‑Martin,vet (general practice),Paris,,75010 Paris,,,,"Neighborhood clinic a few steps from the canal; preventive care, dentistry and minor surgery with kind handling. Save the phone number in your contacts and note the closest 24/7 alternative for backup. Ask about quiet waiting options if your dog is anxious, and bring medical history or EU Pet Passport if available. For emergencies, call ahead so the team can prepare triage.",,,,,,https://www.cliniqueveterinairedusaintmartin.fr/,,,,,,
25ec0bdf-aed0-5f3e-9916-d0c50f84ed2f,Clinique Vétérinaire du 15e – Convention,vet (general practice),Paris,,75015 Paris,,,,"Trusted practice for routine visits in the southwest; clear communication and easy transport links. Save the phone number in your contacts and note the closest 24/7 alternative for backup. Ask about quiet waiting options if your dog is anxious, and bring medical history or EU Pet Passport if available. For emergencies, call ahead so the team can prepare triage.",,,,,,https://www.cliniqueveterinairedu15.fr/,,,,,,
605b9b78-c3a8-5381-a9fa-bb99d446274b,Tom&Co Paris – Nation,pet shop,Paris,,75012 Paris,,,,"Chain pet store with solid food, harness and travel gear selection; staff can help with fit checks.",,,,,,https://tomandco.com/fr/magasins/france/paris/paris-nation/,,,,,,
71d4011b-22ce-5f32-9c18-02b651a86b71,Waf Waf Dog Grooming (11e),grooming / spa,Paris,,75011 Paris,,,,Low‑stress grooming focusing on patient handling and coat health; book ahead for weekends.,,,,,,https://wafwafdoggrooming.fr/,,,,,,
fe05087c-3c66-5c56-9c3b-62b758d5a3d9,Paris Dogs – Éducation & Balades,daycare / training,Paris,,Paris intra‑muros (meeting points vary),,,,"Reward‑based training, social walks and daycare services designed for busy Parisian routines.",,,,,,https://parisdogs.fr/,,,,,,
a90e8ed7-be54-51a4-a21f-8df89459571f,Café de Flore,cafe_restaurant_bar,Paris,,75006 Paris,,,,Iconic Saint‑Germain café with wrap‑around terrace perfect for people‑watching after a riverside walk. Staff are used to well‑behaved dogs on leash; outdoor tables are close together so bring a short lead.,,,,,,https://cafedeflore.fr/,,,,,,
57abcf0d-1676-516d-9584-ef5327fc46b4,Bois de Boulogne – Allée des Chiens,park_offleash_area,Paris,,75016 Paris,,,,"The Bois de Boulogne is Paris’s western green lung, and the Allée des Chiens is its most famous off‑leash area. Dogs can run free along shaded forest paths and even swim in small lakes nearby.",,,,,,https://www.paris.fr/pages/bois-de-boulogne-1788,,,,,,
2a1c13be-fd70-5399-9073-8be3bf72b4be,Les Deux Magots,cafe_restaurant_bar,Paris,,75006 Paris,,,,"Historic literary café, dogs seen often on terrace. Great for post‑Luxembourg stroll with pup.",,,,,,https://www.lesdeuxmagots.fr/,,,,,,
5ef78af9-0eea-5dd5-89f5-137accdc3a2c,Angelina (Rivoli),cafe_restaurant_bar,Paris,,75001 Paris,,,,"Belle‑Époque tea room, terrace dog‑friendly, popular for hot chocolate.",,,,,,https://www.angelina-paris.fr/,,,,,,
cf546c48-5cd7-534d-9d17-b345b3d1a9f9,Bois de Vincennes – Lac Daumesnil Dog Zone,park_offleash_area,Paris,,75012 Paris,,,,"Eastern Paris forest with canine areas near lakes. Leash in most parts, off‑leash zones marked.",,,,,,https://www.paris.fr/pages/bois-de-vincennes-1787,,,,,,
07c3a0cd-20e6-5514-8935-1d19d18b56c9,Parc Montsouris (dog areas),park_offleash_area,Paris,,75014 Paris,,,,"Landscaped park with dog‑allowed alleys, fountains nearby.",,,,,,,,,,,,
ef2e7be3-ad5c-57ac-99bb-865b2b03cdbe,Coulée Verte René‑Dumont,trail_hike,Paris,,75012 Paris,,,,Elevated greenway on old railway viaduct; leash required; calm in mornings.,,,,,,https://www.paris.fr/lieux/coulee-verte-rene-dumont-17978,,,,,,
e106e928-c076-5fb3-a07d-f1d153b28305,Canal Saint‑Martin Riverside,trail_hike,Paris,,75010 Paris,,,,Flat canal‑side walk with iron footbridges and cafés; lively in afternoons.,,,,,,,,,,,,
66793d57-ed6f-5567-846b-3902dbb6d107,Forêt de Fontainebleau,trail_hike,Paris,,77300 Fontainebleau,,,,"Huge forest ~1h from Paris, sandy trails, boulders, pine groves. Dogs love it.",,,,,,https://www.fontainebleau-tourisme.com/,,,,,,
e74c91b4-d0b3-5184-9063-104daf91a76a,Île de Loisirs de Cergy‑Pontoise,lake_swim,Paris,,95000 Cergy,,,,Expansive leisure area with lakeside loops and picnic lawns. Dogs on leash around lakes.,,,,,,https://cergy-pontoise.iledeloisirs.fr/,,,,,,
95a70afa-3afa-5f69-86f4-1eefbcdea9a2,Île de Loisirs de Vaires‑Torcy,lake_swim,Paris,,77200 Torcy,,,,"350‑hectare recreation base with rowing basin. Dogs leashed near banks, not on beaches.",,,,,,https://vaires-torcy.iledeloisirs.fr/,,,,,,
1bc57e35-b18d-5416-9265-23e963abd7be,Étangs de Meudon,lake_swim,Paris,,92360 Meudon,,,,Woodland ponds with shaded banks and soft ground. Leash required.,,,,,,,,,,,,
5448f7b9-433a-5811-a666-53fbb62e855c,Moustaches – Archives,pet_store_boutique,Paris,,75004 Paris,,,,Trendy pet concept store with design accessories and treats.,,,,,,https://www.moustaches.fr/,,,,,,
c2d54de7-28c2-5033-8d64-c17e501ca31d,Petsochic – Rue Dauphine,pet_store_boutique,Paris,,75006 Paris,,,,Luxury pet boutique with leather goods and grooming spa.,,,,,,https://petsochic.com/,,,,,,
b6bee5d5-8ded-5852-aa3a-9833fed09175,Animalis – Bercy Village,pet_store_boutique,Paris,,75012 Paris,,,,"Large pet store in Bercy Village complex. Stock food, toys, accessories.",,,,,,https://magasin.animalis.com/1-animalis-paris-12-bercy,,,,,,
e0af5367-1774-5fd0-a143-bf685d973011,CHV Frégis,vet_clinic_hospital,Paris,,92120 Arcueil,,,,Famous 24/7 veterinary referral hospital near Paris.,,,,,,https://www.fregis.com/,,,,,,
cdc711ed-3ee4-5700-b30c-a2904a8b3ecf,CHV ADVETIA,vet_clinic_hospital,Paris,,Yvelines,,,,Large modern hospital with 24/7 emergency and specialties.,,,,,,https://www.advetia.fr/,,,,,,
122e8305-a1c8-562b-84ca-1884505bcec5,Clinique Vétérinaire Paris 7,vet_clinic_hospital,Paris,,75007 Paris,,,,Central neighborhood clinic for routine care.,,,,,,https://vetparis7.fr/,,,,,,
550a2f0f-a2a9-5887-87b7-e1b19f0a7898,Dog‑Station Toilettage,dog_groomer,Paris,,75017 Paris,,,,"Popular grooming salon for all breeds, offers baths, trims, and hand stripping.",,,,,,https://www.dogstationparis.fr/,,,,,,
9481d9c7-401a-5c76-8496-933efdec24f9,Toutou Chic,dog_groomer,Paris,,75017 Paris,,,,"High‑end grooming, gentle methods, skin‑friendly products.",,,,,,https://www.toutouchicparis.fr/,,,,,,
ad8393a8-c726-5fb7-a075-703f84761e30,Au Paradis Canin,dog_groomer,Paris,,75005 Paris,,,,Experienced groomer offering cuts and ear care.,,,,,,https://paradiscanin.com/,,,,,,
dc7873c8-aead-5ee0-8da7-2fc3881e4421,Pension du Pont de Sèvres,dog_hotel_boarding,Paris,,92310 Sèvres,,,,"Family‑style boarding with garden access, near Paris.",,,,,,https://pensiondupontdesevres.fr/,,,,,,
072c118a-d191-5db0-bc8a-3395af0fa1e6,The Canine Residency,dog_hotel_boarding,Paris,,Shuttle from Paris to IDF countryside,,,,Cage‑free daycare with structured play and rest; daily shuttle from Paris.,,,,,,https://thecanineresidency.com/,,,,,,
e6926e25-5af9-574a-ae1a-425671e9ab98,Le Domaine Câlin,dog_hotel_boarding,Paris,,77500 Chelles,,,,"Home‑style boarding without cages, small groups in garden property.",,,,,,https://www.ledomainecalin.com/web/,,,,,,
1d3ff8fd-7435-5a4a-b556-c271969cc355,Canidélite Paris,dog_walker_trainer,Paris,,Paris,,,,"Positive‑reinforcement training network, group sessions, sports.",,,,,,https://canidelite.fr/,,,,,,
1d92a1a5-a454-5d5f-ab6c-caef13f31518,GentleDog Éducation Canine,dog_walker_trainer,Paris,,Paris,,,,"Force‑free trainer, offers puppy and reactivity programs.",,,,,,https://gentle-dog.com/,,,,,,
275b9e37-73a1-555b-ba4a-35163f74cda0,Parlez‑Vous Chien?,dog_walker_trainer,Paris,,Paris/Bois de Vincennes,,,,Certified behaviorist for recall and leash manners around Vincennes.,,,,,,https://parlezvouschien.fr/,,,,,,
d6eb950a-cb82-5992-9171-a0f2cb3d0cab,Bois de Boulogne (dogs allowed on paths),park_offleash_area,Paris,,75016 Paris,48.866,2.246,,Vast urban woodland; dogs generally allowed on main paths on leash; specific lawns restricted.,,,,,,,,,,,,
cc664c5d-4696-54d0-869d-c2f252952683,Bois de Vincennes (dogs allowed on paths),park_offleash_area,Paris,,75012 Paris,48.828,2.437,,Large park east of Paris; dogs allowed on paths on leash; check signage for restrictions.,,,,,,,,,,,,
b4f9162f-3490-53f5-82d9-cb5790278d97,Café de Flore,cafe_restaurant_bar,Paris,,75006 Paris,48.8546,2.3331,,Iconic Left Bank café; terrace frequently hosts patrons with dogs (leash and etiquette required).,,,,,,https://www.cafedeflore.fr/,,,,,,
3dbbc0cc-a2fd-572b-a74f-5d8dd85b79bb,Angelina Paris (Rivoli),cafe_restaurant_bar,Paris,,75001 Paris,48.8656,2.3275,,Historic tea room; terrace sometimes accommodates dogs; check staff guidance.,,,,,,https://angelina-paris.fr/,,,,,,
fffeeccd-a6a9-50c8-a810-572f3f5af8a6,Moustaches – Marais (Archives),pet_store_boutique,Paris,,75004 Paris,48.8594,2.3552,,Trendy urban pet boutique for dogs and cats; multiple city locations.,,,,,,https://www.moustaches.fr/,+33 1 42 71 05 21,,,,,
f92d3ce7-e335-53df-8100-0ebd2b77bd11,CHV Frégis (24h Emergency),vet_clinic_hospital,Paris,,94250 Gentilly (Greater Paris),48.8156,2.3401,,24/7 veterinary hospital serving Paris region.,,,,,,https://www.fregis.com/,+33 1 49 85 83 00,,,,,
1b38cb7f-f703-5a72-850f-b4f21f7952ab,Nina Dalle – Toilettage Spa,dog_groomer,Paris,,Paris (mobile / multiple locations),,,,Dog grooming spa services in Paris.,,,,,,https://www.ninadalle.com/,+33 6 24 75 82 99,,,,,
d69927ad-f5e3-59c8-833f-02df763f5b39,Pension du Pont de Sèvres (near Paris),dog_hotel_boarding,Paris,,92310 Sèvres,48.8226,2.2125,,Family-run dog and cat boarding 5 minutes from Paris.,,,,,,https://pensiondupontdesevres.fr/,+33 6 61 30 75 66,,,,,
